url,name,position,college,height,weight,Year,BAMScore,Year2,BAMScore2
https://www.sports-reference.com/cbb/players/kendall-williams-1.html,Kendall Williams,Guard,New Mexico,6-4,180lb,2014,2167,,
https://www.sports-reference.com/cbb/players/arnett-moultrie-1.html,Arnett Moultrie,Forward,UTEP and Mississippi State,6-11,249lb,2012,2168,,
https://www.sports-reference.com/cbb/players/jaron-blossomgame-1.html,Jaron Blossomgame,Forward,Clemson,6-7,215lb,2016,2168,2017,2089
https://www.sports-reference.com/cbb/players/luke-babbitt-1.html,Luke Babbitt,Forward,Nevada,6-9,225lb,2010,2168,,
https://www.sports-reference.com/cbb/players/trey-burke-1.html,Trey Burke,Guard,Michigan,6-0,190lb,2013,2168,,
https://www.sports-reference.com/cbb/players/cory-joseph-1.html,Cory Joseph,Guard,Texas,6-3,185lb,2011,2169,,
https://www.sports-reference.com/cbb/players/dorian-finney-smith-1.html,Dorian Finney-Smith,Forward,Virginia Tech and Florida,6-8,218lb,2016,2169,,
https://www.sports-reference.com/cbb/players/orlando-johnson-1.html,Orlando Johnson,Guard,Loyola Marymount and UCSB,6-5,205lb,2012,2169,,
https://www.sports-reference.com/cbb/players/chris-singleton-1.html,Chris Singleton,Forward,Florida State,6-9,220lb,2011,2170,,
https://www.sports-reference.com/cbb/players/damian-jones-1.html,Damian Jones,Center,Vanderbilt,6-10,248lb,2016,2170,,
https://www.sports-reference.com/cbb/players/ron-baker-1.html,Ron Baker,Guard,Wichita State,6-4,220lb,2016,2170,,
https://www.sports-reference.com/cbb/players/aaron-craft-1.html,Aaron Craft,Guard,Ohio State,6-2,195lb,2014,2171,,
https://www.sports-reference.com/cbb/players/jevon-carter-1.html,Jevon Carter,Guard,West Virginia,6-2,185lb,2018,2171,,
https://www.sports-reference.com/cbb/players/damian-lillard-1.html,Damian Lillard,Guard,Weber State,6-2,185lb,2012,2173,,
https://www.sports-reference.com/cbb/players/troy-williams-2.html,Troy Williams,Forward,Indiana,6-7,206lb,2016,2173,,
https://www.sports-reference.com/cbb/players/allen-crabbe-1.html,Allen Crabbe,Guard,California,6-6,210lb,2013,2174,,
https://www.sports-reference.com/cbb/players/damion-james-1.html,Damion James,Forward,Texas,6-7,225lb,2010,2174,,
https://www.sports-reference.com/cbb/players/james-young-1.html,James Young,Guard,Kentucky,6-6,215lb,2014,2174,,
https://www.sports-reference.com/cbb/players/maurice-harkless-1.html,Maurice Harkless,Guard,St. John's (NY),6-8,208lb,2012,2174,,
https://www.sports-reference.com/cbb/players/patrick-mccaw-1.html,Patrick McCaw,Guard,UNLV,6-6,180lb,2016,2176,,
https://www.sports-reference.com/cbb/players/tyler-ennis-1.html,Tyler Ennis,Guard,Syracuse,6-2,180lb,2014,2176,,
https://www.sports-reference.com/cbb/players/landry-shamet-1.html,Landry Shamet,Guard,Wichita State,6-4,179lb,2018,2177,,
https://www.sports-reference.com/cbb/players/nigel-williams-goss-1.html,Nigel Williams-Goss,Guard,Washington and Gonzaga,6-3,185lb,2017,2177,,
https://www.sports-reference.com/cbb/players/vince-hunter-1.html,Vince Hunter,Forward,UTEP,6-8,205lb,2015,2177,,
https://www.sports-reference.com/cbb/players/avery-bradley-1.html,Avery Bradley,Guard,Texas,6-2,180lb,2010,2178,,
https://www.sports-reference.com/cbb/players/jahii-carson-1.html,Jahii Carson,Guard,Arizona State,5-10,180lb,2014,2178,,
https://www.sports-reference.com/cbb/players/marcus-thornton-1.html,Marcus Thornton,Guard,LSU,6-4,205lb,2009,2179,,
https://www.sports-reference.com/cbb/players/shabazz-muhammad-1.html,Shabazz Muhammad,Guard,UCLA,6-6,225lb,2013,2180,,
https://www.sports-reference.com/cbb/players/cj-wilcox-1.html,C.J. Wilcox,Guard,Washington,6-5,195lb,2014,2181,,
https://www.sports-reference.com/cbb/players/markel-brown-1.html,Markel Brown,Guard,Oklahoma State,6-3,190lb,2014,2182,,
https://www.sports-reference.com/cbb/players/myck-kabongo-1.html,Myck Kabongo,Guard,Texas,6-1,180lb,2013,2182,,
https://www.sports-reference.com/cbb/players/derrick-williams-2.html,Derrick Williams,Forward,Arizona,6-8,235lb,2011,2183,,
https://www.sports-reference.com/cbb/players/glen-rice-jr-1.html,Glen Rice,Guard,Georgia Tech,6-5,206lb,2013,2183,,
https://www.sports-reference.com/cbb/players/kadeem-allen-1.html,Kadeem Allen,Guard,Arizona,6-3,180lb,2017,2183,,
https://www.sports-reference.com/cbb/players/trevor-booker-1.html,Trevor Booker,Forward,Clemson,6-7,240lb,2010,2183,,
https://www.sports-reference.com/cbb/players/alec-burks-1.html,Alec Burks,Guard,Colorado,6-6,195lb,2011,2184,,
https://www.sports-reference.com/cbb/players/blake-griffin-1.html,Blake Griffin,Forward,Oklahoma,6-10,251lb,2009,2184,,
https://www.sports-reference.com/cbb/players/cameron-payne-1.html,Cameron Payne,Guard,Murray State,6-2,180lb,2015,2184,,
https://www.sports-reference.com/cbb/players/jeffery-taylor-1.html,Jeffery Taylor,Forward,Vanderbilt,6-7,225lb,2012,2184,,
https://www.sports-reference.com/cbb/players/tyler-smith-3.html,Tyler Smith,Forward,Iowa and Tennessee,6-7,215lb,2009,2184,,
https://www.sports-reference.com/cbb/players/michael-gbinije-1.html,Michael Gbinije,Forward,Duke and Syracuse,6-7,200lb,2016,2185,,
https://www.sports-reference.com/cbb/players/patrick-mills-1.html,Patrick Mills,Guard,Saint Mary's,6-0,180lb,2009,2185,,
https://www.sports-reference.com/cbb/players/wesley-johnson-1.html,Wesley Johnson,Forward,Charleston Southern,6-8,210lb,2010,2185,,
https://www.sports-reference.com/cbb/players/chase-budinger-1.html,Chase Budinger,Forward,Arizona,6-7,218lb,2009,2186,,
https://www.sports-reference.com/cbb/players/malcolm-lee-1.html,Malcolm Lee,Guard,UCLA,6-5,180lb,2011,2187,,
https://www.sports-reference.com/cbb/players/derrick-brown-1.html,Derrick Brown,Forward,Xavier,6-8,227lb,2009,2188,,
https://www.sports-reference.com/cbb/players/terrence-williams-1.html,Terrence Williams,Forward,Louisville,6-6,220lb,2009,2189,,
https://www.sports-reference.com/cbb/players/damyean-dotson-1.html,Damyean Dotson,Guard,Oregon and Houston,6-5,209lb,2017,2190,,
https://www.sports-reference.com/cbb/players/elfrid-payton-1.html,Elfrid Payton,Guard,Louisiana,6-3,180lb,2014,2190,,
https://www.sports-reference.com/cbb/players/dajuan-summers-1.html,DaJuan Summers,Forward,Georgetown,6-8,236lb,2009,2191,,
https://www.sports-reference.com/cbb/players/nik-stauskas-1.html,Nik Stauskas,Guard,Michigan,6-6,205lb,2014,2191,,
https://www.sports-reference.com/cbb/players/deandre-bembry-1.html,DeAndre Bembry,Forward,St. Joseph's,6-6,210lb,2016,2194,,
https://www.sports-reference.com/cbb/players/george-king-1.html,George King,Guard,Colorado,6-6,220lb,2018,2194,,
https://www.sports-reference.com/cbb/players/armon-johnson-1.html,Armon Johnson,Guard,Nevada,6-3,195lb,2010,2195,,
https://www.sports-reference.com/cbb/players/cj-mccollum-1.html,C.J. McCollum,Guard,Lehigh,6-3,180lb,2013,2195,,
https://www.sports-reference.com/cbb/players/gerald-henderson-2.html,Gerald Henderson,Guard,Duke,6-5,215lb,2009,2195,,
https://www.sports-reference.com/cbb/players/jeff-teague-1.html,Jeff Teague,Guard,Wake Forest,6-2,180lb,2009,2195,,
https://www.sports-reference.com/cbb/players/jrue-holiday-1.html,Jrue Holiday,Guard,UCLA,6-3,180lb,2009,2195,,
https://www.sports-reference.com/cbb/players/marshon-brooks-1.html,Marshon Brooks,Guard,Providence,6-5,200lb,2011,2195,,
https://www.sports-reference.com/cbb/players/thomas-robinson-2.html,Thomas Robinson,Forward,Kansas,6-9,237lb,2012,2195,,
https://www.sports-reference.com/cbb/players/jp-tokoto-1.html,J.P. Tokoto,Forward,UNC,6-6,200lb,2015,2196,,
https://www.sports-reference.com/cbb/players/wayne-ellington-1.html,Wayne Ellington,Guard,UNC,6-4,200lb,2009,2196,,
https://www.sports-reference.com/cbb/players/solomon-hill-1.html,Solomon Hill,Forward,Arizona,6-7,220lb,2013,2197,,
https://www.sports-reference.com/cbb/players/perry-jones-1.html,Perry Jones,Forward,Baylor,6-11,235lb,2012,2199,,
https://www.sports-reference.com/cbb/players/jake-layman-1.html,Jake Layman,Forward,Maryland,6-9,205lb,2016,2202,,
https://www.sports-reference.com/cbb/players/rondae-hollis-jefferson-1.html,Rondae Hollis-Jefferson,Forward,Arizona,6-7,215lb,2015,2204,,
https://www.sports-reference.com/cbb/players/marcus-smart-1.html,Marcus Smart,Guard,Oklahoma State,6-4,220lb,2014,2206,,
https://www.sports-reference.com/cbb/players/jalen-brunson-1.html,Jalen Brunson,Guard,Villanova,6-3,199lb,2018,2207,,
https://www.sports-reference.com/cbb/players/brandon-knight-1.html,Brandon Knight,Guard,Kentucky,6-3,185lb,2011,2208,,
https://www.sports-reference.com/cbb/players/ray-mccallum-2.html,Ray McCallum,Guard,Detroit,6-3,190lb,2013,2208,,
https://www.sports-reference.com/cbb/players/ty-lawson-1.html,Ty Lawson,Guard,UNC,5-11,195lb,2009,2210,,
https://www.sports-reference.com/cbb/players/brandon-paul-1.html,Brandon Paul,Guard,Illinois,6-4,200lb,2013,2211,,
https://www.sports-reference.com/cbb/players/melo-trimble-1.html,Melo Trimble,Guard,Maryland,6-3,190lb,2016,2211,2017,2126
https://www.sports-reference.com/cbb/players/ryan-boatright-1.html,Ryan Boatright,Guard,UConn,6-0,175lb,2015,2212,,
https://www.sports-reference.com/cbb/players/mason-plumlee-1.html,Mason Plumlee,Forward,Duke,6-10,235lb,2013,2213,,
https://www.sports-reference.com/cbb/players/melvin-frazier-1.html,Melvin Frazier,Guard,Tulane,6-5,200lb,2018,2213,,
https://www.sports-reference.com/cbb/players/david-lighty-1.html,David Lighty,Guard,Ohio State,6-5,220lb,2011,2214,,
https://www.sports-reference.com/cbb/players/dezmine-wells-1.html,Dez Wells,Guard,Xavier and Maryland,6-5,215lb,2015,2214,,
https://www.sports-reference.com/cbb/players/james-harden-1.html,James Harden,Guard,Arizona State,6-5,218lb,2009,2214,,
https://www.sports-reference.com/cbb/players/jodie-meeks-1.html,Jodie Meeks,Guard,Kentucky,6-5,208lb,2009,2215,,
https://www.sports-reference.com/cbb/players/perry-ellis-1.html,Perry Ellis,Forward,Kansas,6-8,225lb,2016,2215,,
https://www.sports-reference.com/cbb/players/quincy-acy-1.html,Quincy Acy,Forward,Baylor,6-7,235lb,2012,2215,,
https://www.sports-reference.com/cbb/players/tyler-dorsey-1.html,Tyler Dorsey,Guard,Oregon,6-4,180lb,2017,2215,,
https://www.sports-reference.com/cbb/players/isaiah-cousins-1.html,Isaiah Cousins,Guard,Oklahoma,6-4,187lb,2016,2216,,
https://www.sports-reference.com/cbb/players/gary-trentjr-1.html,Gary Trent Jr.,Guard,Duke,6-6,209lb,2018,2218,,
https://www.sports-reference.com/cbb/players/jordan-clarkson-1.html,Jordan Clarkson,Guard,Tulsa and Missouri,6-5,193lb,2014,2219,,
https://www.sports-reference.com/cbb/players/norman-powell-1.html,Norman Powell,Guard,UCLA,6-4,215lb,2015,2219,,
https://www.sports-reference.com/cbb/players/larry-nance-2.html,Larry Nance,Forward,Wyoming,6-8,235lb,2015,2220,,
https://www.sports-reference.com/cbb/players/miles-plumlee-1.html,Miles Plumlee,Forward,Duke,6-10,245lb,2012,2220,,
https://www.sports-reference.com/cbb/players/joseph-young-1.html,Joe Young,Guard,Houston and Oregon,6-2,185lb,2015,2222,,
https://www.sports-reference.com/cbb/players/josh-selby-1.html,Josh Selby,Guard,Kansas,6-2,183lb,2011,2222,,
https://www.sports-reference.com/cbb/players/tim-hardaway-jr-1.html,Tim Hardaway,Guard,Michigan,6-6,205lb,2013,2222,,
https://www.sports-reference.com/cbb/players/cody-martin-1.html,Cody Martin,Forward,NC State and Nevada,6-7,205lb,2018,2224,,
https://www.sports-reference.com/cbb/players/terrico-white-1.html,Terrico White,Guard,Ole Miss,6-5,213lb,2010,2224,,
https://www.sports-reference.com/cbb/players/jerel-mcneal-1.html,Jerel McNeal,Guard,Marquette,6-3,200lb,2009,2226,,
https://www.sports-reference.com/cbb/players/deandre-kane-1.html,DeAndre Kane,Guard,Marshall and Iowa State,6-4,200lb,2014,2227,,
https://www.sports-reference.com/cbb/players/kemba-walker-1.html,Kemba Walker,Guard,UConn,6-1,172lb,2011,2227,,
https://www.sports-reference.com/cbb/players/iman-shumpert-1.html,Iman Shumpert,Guard,Georgia Tech,6-5,212lb,2011,2228,,
https://www.sports-reference.com/cbb/players/pj-dozier-1.html,PJ Dozier,Guard,South Carolina,6-7,185lb,2017,2228,,
https://www.sports-reference.com/cbb/players/victor-oladipo-1.html,Victor Oladipo,Guard,Indiana,6-5,214lb,2013,2228,,
https://www.sports-reference.com/cbb/players/cleanthony-early-1.html,Cleanthony Early,Forward,Wichita State,6-8,219lb,2014,2230,,
https://www.sports-reference.com/cbb/players/derrick-white-1.html,Derrick White,Guard,Colorado,6-5,193lb,2017,2230,,
https://www.sports-reference.com/cbb/players/frank-jackson-2.html,Frank Jackson,Guard,Duke,6-3,205lb,2017,2231,,
https://www.sports-reference.com/cbb/players/kentavious-caldwell-pope-1.html,Kentavious Caldwell-Pope,Guard,Georgia,6-5,205lb,2013,2231,,
https://www.sports-reference.com/cbb/players/taurean-prince-1.html,Taurean Prince,Forward,Baylor,6-7,215lb,2016,2231,,
https://www.sports-reference.com/cbb/players/toney-douglas-1.html,Toney Douglas,Guard,Auburn and Florida State,6-1,205lb,2009,2231,,
https://www.sports-reference.com/cbb/players/trevon-duval-1.html,Trevon Duval,Guard,Duke,6-3,186lb,2018,2232,,
https://www.sports-reference.com/cbb/players/bradley-beal-1.html,Bradley Beal,Guard,Florida,6-3,207lb,2012,2233,,
https://www.sports-reference.com/cbb/players/jimmer-fredette-1.html,Jimmer Fredette,Guard,BYU,6-2,195lb,2011,2233,,
https://www.sports-reference.com/cbb/players/marquis-teague-1.html,Marquis Teague,Guard,Kentucky,6-2,189lb,2012,2234,,
https://www.sports-reference.com/cbb/players/tyler-ulis-1.html,Tyler Ulis,Guard,Kentucky,5-9,155lb,2016,2234,,
https://www.sports-reference.com/cbb/players/allonzo-trier-1.html,Allonzo Trier,Guard,Arizona,6-4,190lb,2018,2235,,
https://www.sports-reference.com/cbb/players/phil-pressey-1.html,Phil Pressey,Guard,Missouri,5-11,175lb,2013,2235,,
https://www.sports-reference.com/cbb/players/kahlil-felder-1.html,Kay Felder,Guard,Oakland,5-9,180lb,2016,2236,,
https://www.sports-reference.com/cbb/players/malcolm-brogdon-1.html,Malcolm Brogdon,Guard,Virginia,6-5,217lb,2016,2236,,
https://www.sports-reference.com/cbb/players/michael-carter-williams-1.html,Michael Carter-Williams,Guard,Syracuse,6-6,185lb,2013,2236,,
https://www.sports-reference.com/cbb/players/glenn-robinson-2.html,Glenn Robinson,Forward,Michigan,6-6,220lb,2014,2238,,
https://www.sports-reference.com/cbb/players/kevin-huerter-1.html,Kevin Huerter,Guard,Maryland,6-7,190lb,2018,2238,,
https://www.sports-reference.com/cbb/players/zhaire-smith-1.html,Zhaire Smith,Guard,Texas Tech,6-5,195lb,2018,2238,,
https://www.sports-reference.com/cbb/players/devin-booker-2.html,Devin Booker,Guard,Kentucky,6-6,206lb,2015,2240,,
https://www.sports-reference.com/cbb/players/travis-leslie-1.html,Travis Leslie,Guard,Georgia,6-4,205lb,2011,2241,,
https://www.sports-reference.com/cbb/players/jonny-flynn-1.html,Jonny Flynn,Guard,Syracuse,6-0,185lb,2009,2244,,
https://www.sports-reference.com/cbb/players/nick-johnson-1.html,Nick Johnson,Guard,Arizona,6-3,200lb,2014,2244,,
https://www.sports-reference.com/cbb/players/jordan-taylor-1.html,Jordan Taylor,Guard,Wisconsin,6-1,195lb,2012,2247,,
https://www.sports-reference.com/cbb/players/tyus-battle-1.html,Tyus Battle,Guard,Syracuse,6-6,205lb,2018,2247,,
https://www.sports-reference.com/cbb/players/andrew-goudelock-1.html,Andrew Goudelock,Guard,College of Charleston,6-2,200lb,2011,2248,,
https://www.sports-reference.com/cbb/players/jack-mcclinton-1.html,Jack McClinton,Guard,Siena and Miami (FL),6-1,185lb,2009,2248,,
https://www.sports-reference.com/cbb/players/isaiah-canaan-1.html,Isaiah Canaan,Guard,Murray State,6-1,195lb,2013,2250,,
https://www.sports-reference.com/cbb/players/wade-baldwin-1.html,Wade Baldwin,Guard,Vanderbilt,6-3,195lb,2016,2251,,
https://www.sports-reference.com/cbb/players/demetrius-jackson-2.html,Demetrius Jackson,Guard,Notre Dame,6-1,198lb,2016,2252,,
https://www.sports-reference.com/cbb/players/semi-ojeleye-1.html,Semi Ojeleye,Forward,Duke and SMU,6-8,230lb,2017,2253,,
https://www.sports-reference.com/cbb/players/tony-wroten-1.html,Tony Wroten,Guard,Washington,6-5,205lb,2012,2253,,
https://www.sports-reference.com/cbb/players/aaron-gordon-1.html,Aaron Gordon,Forward,Arizona,6-9,225lb,2014,2254,,
https://www.sports-reference.com/cbb/players/terry-rozier-1.html,Terry Rozier,Guard,Louisville,6-1,190lb,2015,2255,,
https://www.sports-reference.com/cbb/players/caleb-martin-1.html,Caleb Martin,Forward,NC State and Nevada,6-7,205lb,2018,2257,,
https://www.sports-reference.com/cbb/players/jordan-bell-1.html,Jordan Bell,Forward,Oregon,6-7,190lb,2017,2257,,
https://www.sports-reference.com/cbb/players/harrison-barnes-1.html,Harrison Barnes,Forward,UNC,6-8,215lb,2012,2258,,
https://www.sports-reference.com/cbb/players/josh-okogie-1.html,Josh Okogie,Guard,Georgia Tech,6-4,207lb,2018,2258,,
https://www.sports-reference.com/cbb/players/darren-collison-1.html,Darren Collison,Guard,UCLA,6-1,160lb,2009,2261,,
https://www.sports-reference.com/cbb/players/pat-connaughton-1.html,Pat Connaughton,Guard,Notre Dame,6-5,218lb,2015,2262,,
https://www.sports-reference.com/cbb/players/norris-cole-1.html,Norris Cole,Guard,Cleveland State,6-2,170lb,2011,2263,,
https://www.sports-reference.com/cbb/players/donte-divincenzo-1.html,Donte DiVincenzo,Guard,Villanova,6-5,200lb,2018,2266,,
https://www.sports-reference.com/cbb/players/isaiah-thomas-1.html,Isaiah Thomas,Guard,Washington,5-8,185lb,2011,2268,,
https://www.sports-reference.com/cbb/players/cody-zeller-1.html,Cody Zeller,Forward,Indiana,7-0,240lb,2013,2270,,
https://www.sports-reference.com/cbb/players/darius-johnson-odom-1.html,Darius Johnson-Odom,Guard,Marquette,6-2,215lb,2012,2274,,
https://www.sports-reference.com/cbb/players/john-wall-1.html,John Wall,Guard,Kentucky,6-4,195lb,2010,2274,,
https://www.sports-reference.com/cbb/players/lonnie-walker-2.html,Lonnie Walker,Guard,Miami (FL),6-4,192lb,2018,2274,,
https://www.sports-reference.com/cbb/players/justin-anderson-1.html,Justin Anderson,Guard,Virginia,6-6,227lb,2015,2278,,
https://www.sports-reference.com/cbb/players/vander-blue-1.html,Vander Blue,Guard,Marquette,6-4,200lb,2013,2279,,
https://www.sports-reference.com/cbb/players/grayson-allen-1.html,Grayson Allen,Guard,Duke,6-4,195lb,2018,2285,,
https://www.sports-reference.com/cbb/players/marcus-denmon-1.html,Marcus Denmon,Guard,Missouri,6-3,185lb,2012,2285,,
https://www.sports-reference.com/cbb/players/marcus-paige-1.html,Marcus Paige,Guard,UNC,6-1,175lb,2016,2285,,
https://www.sports-reference.com/cbb/players/keifer-sykes-1.html,Keifer Sykes,Guard,Green Bay,6-0,180lb,2015,2291,,
https://www.sports-reference.com/cbb/players/peyton-siva-1.html,Peyton Siva,Guard,Louisville,6-0,185lb,2013,2291,,
https://www.sports-reference.com/cbb/players/marcus-thornton-3.html,Marcus Thornton,Guard,William & Mary,6-4,190lb,2015,2292,,
https://www.sports-reference.com/cbb/players/chasson-randle-1.html,Chasson Randle,Guard,Stanford,6-2,185lb,2015,2299,,
https://www.sports-reference.com/cbb/players/sheldon-mcclellan-1.html,Sheldon McClellan,Guard,Texas and Miami (FL),6-5,206lb,2016,2310,,
https://www.sports-reference.com/cbb/players/zach-lavine-1.html,Zach LaVine,Guard,UCLA,6-5,180lb,2014,2316,,
https://www.sports-reference.com/cbb/players/hamidou-diallo-1.html,Hamidou Diallo,Guard,Kentucky,6-5,190lb,2017,2318,2018,2258
https://www.sports-reference.com/cbb/players/shane-larkin-1.html,Shane Larkin,Guard,Miami (FL),5-11,176lb,2013,2322,,
https://www.sports-reference.com/cbb/players/joel-bolomboy-1.html,Joel Bolomboy,Forward,Weber State,6-9,230lb,2016,2339,,
https://www.sports-reference.com/cbb/players/cj-leslie-1.html,C.J. Leslie,Forward,NC State,6-9,200lb,2013,2364,,